Flags,Pack,Image,Author,Difficulty,English,Spanish,German,French,Netherlands,Italian,Russian,Portuguese,Swedish,Danish,Norwegian,Finnish,Turkish,Polish,Greek,Czech,Lithuanian,Latvian,Estonian,Korean,Hungarian
,1,JUMP.JPG,©  Rozum - Dreamstime,2,JUMP,SALTO,SPRUNG,SAUTE,SPRONG,SALTO,ПРЫЖОК,SALTO,HOPPA,SPRINGE,HOPP,HYPPY,ATLAMA,SKOK,ΑΛΜΑ,SKOK,ŠUOLIS,LĒCIENS,HÜPE,점프하다,UGRÁS
,1,JUSTICE.JPG,©  Dedmazay - Dreamstime,2,JUSTICE,JUSTICIA,JUSTIZ,JUSTICE,JUSTITIE,GIUSTIZIA,ПРАВОСУДИЕ,JUSTIÇA,RÄTTVISA,RETFÆRDIGHED,RETTFERD,OIKEUS,ADALET,SPRAWIEDLIWOŚĆ,ΔΙΚΑΙΟΣΥΝΗ,SPRAVEDLNOST,TEISINGUMAS,JUSTĪCIJA,KOHTUMÕISTMINE,공정성,IGAZSÁG
,1,KARATE.JPG,©  Dedmazay - Dreamstime,1,KARATE,KARATE,KARATE,KARATÉ,KARATE,KARATE,КАРАТЭ,KARATE,KARATE,KARATE,KARATE,KARATE,KARATE,KARATE,ΚΑΡΑΤΕ,KARATE,KARATĖ,KARATE,KARATE,가라테,KARATE
,1,KAYAKING.JPG,© Artisticco Llc - Dreamstime,2,KAYAKING,PIRAGÜISMO,KAJAKFAHREN,CANOË-KAYAK,KAJAKKEN,KAYAK,КАЯКИНГ,CAIAQUE,KAJAKPADDLING,KAJAKSEJLADS,KAYAKING,KAJAKKI,KAYAKÇILIK,KAJAKARSTWO,ΚΑΓΙΑΚ,KAJAKÁŘSTVÍ,BAIDARĖ,BRAUKŠANA,KAYAKING,카약 타기,KAJAKOZÁS
,1,KENNEDY.JPG,© John Kropewnicki - Dreamstime,2,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,КЕННЕДИ,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,KENNEDY,ΚΕΝΝΕΝΤΥ,KENNEDY,KENEDIS,KENEDIJS,KENNEDY,케네디,KENNEDY
,1,KENTE.JPG,©  Dianearbis - Dreamstime,4,KENTE,KENTE,KENTE,TISSAGE,KENTE,KENTE,КЕНТЕ,KENTE,KENTETYG,KENTE,KENTE,KENTE,KENTE,KENT,ΚΕΝΤΕ,KENTE,AUDINYS,KENTE,KENTE,화려한 천,SZÍNES KOCKÁS
,1,KEYHOLE.JPG,©  Giuliano2022 - Dreamstime,1,KEYHOLE,CERRADURA,SCHLÜSSELLOCH,TROU,SLEUTELGAT,SERRATURA,ЩЕЛЬ,FECHADURA,NYCKELHÅL,NØGLEHUL,NØKKELHULL,AVAIMENREIKÄ,ANAHTARDELİĞİ,SZCZELINA,ΚΛΕΙΔΑΡΟΤΡΥΠΑ,DÍRKA,SPYNA,CAURUMS,LUKUAUK,열쇠 구멍,KULCSLYUK
,1,KHAKI.JPG,©  Mikhailsh - Dreamstime,2,KHAKI,CAQUI,KHAKI,KAKI,KHAKI,CACHI,ХАКИ,CAQUI,KAKI,KAKI,KAKI,KHAKI,HAKİ,KHAKI,ΧΑΚΙ,KHAKI,CHAKI,HAKI,KHAKI,카키색,KHAKI
,1,KICK.JPG,© Stephen Mcsweeny - Dreamstime,1,KICK,PATADA,SCHUSS,COUP,SCHOT,CALCIO,ПИНОК,PONTAPÉ,SPARK,SPARK,SPARK,POTKU,TEKME,UDERZENIE,ΚΛΩΤΣΙΑ,KOPNUTÍ,SPYRIS,SPĒRIENS,JALAHOOP,발로 차다,RÚGÁS
,1,KIDNEY.JPG,© Sebastian Kaulitzki - Dreamstime,2,KIDNEY,RIÑÓN,NIEREN,REIN,NIEREN,RENI,ПОЧКИ,RIM,NJURE,NYRE,NYRER,MUNUAINEN,BÖBREK,NERKI,ΝΕΦΡΟ,LEDVINA,INKSTAI,NIERES,NEERUD,두 개의 신장,VESE
,1,KING.JPG,©  Dedmazay - Dreamstime,1,KING,REY,KÖNIG,ROI,KONING,RE,КОРОЛЬ,REI,KUNG,KONGE,KONGE,KUNINGAS,KRAL,KRÓL,ΒΑΣΙΛΙΑΣ,KRÁL,KARALIUS,KARALIS,KUNINGAS,늙은 왕,KIRÁLY
,1,KISS.JPG,©  Bowie15 - Dreamstime,1,KISS,BESO,KUSS,BAISER,KUS,BACIO,ПОЦЕЛУЙ,BEIJO,KYSS,KYS,KYSS,SUUDELMA,ÖPME,POCAŁUNEK,ΦΙΛΙ,POLIBEK,BUČINYS,SKUPSTS,SUUDLUS,키스하다,CSÓK
,1,KITCHEN.JPG,© Daniela Spyropoulou - Dreamstime,1,KITCHEN,COCINA,KÜCHE,CUISINE,KEUKEN,CUCINA,КУХНЯ,COZINHA,KÖK,KØKKEN,KJØKKEN,KEITTIÖ,MUTFAK,KUCHNIA,ΚΟΥΖΙΝΑ,KUCHYNĚ,VIRTUVĖ,VIRTUVE,KÖÖK,요리하는 곳,KONYHA
,1,KITE.JPG,©  Dedmazay - Dreamstime,1,KITE,COMETA,DRACHEN,SERPENT,VLIEGER,AQUILONE,ЗМЕЙ,PAPAGAIO,DRAKE,DRAGE,DRAKE,LEIJA,ÇAYLAK,ŻMIJA,ΧΑΡΤΑΕΤΟΣ,DRAK,AITVARAS,ČŪSKA,MADU,연을 날리다,PAPÍRSÁRKÁNY
,1,KIWI.JPG,©  Niderlander - Dreamstime,1,KIWI,KIWI,KIWI,KIWI,KIWI,KIWI,КИВИ,KIWI,KIWI,KIWI,KIWI,KIIVI,KİVİ,KIWI,ΑΚΤΙΝΙΔΙΑ,KIWI,KIVIS,KIVI,KIIVI,초록 키위,KIVI
,1,KLAXON.JPG,©  Whiterabbit - Dreamstime,3,KLAXON,BOCINA,HUPE,KLAXON,CLAXON,CLACSON,КЛАКСОН,CLÁXON,TUTA,HORN,BILHORN,ÄÄNIMERKKI,KLAKSON,KLAKSON,ΚΟΡΝΑ,KLAKSON,KLAKSONAS,SIGNĀLTAURE,AUTOPASUN,경적 장치,AUTÓKÜRT
,1,KNEE.JPG,© Anke Van Wyk - Dreamstime,2,KNEE,RODILLA,KNIE,GENOU,KNIE,GINOCCHIO,КОЛЕНО,JOELHO,KNÄ,KNÆ,KNE,POLVI,DİZ,KOLANO,ΓΟΝΑΤΟ,KOLENO,KELIS,CEĻGALS,PÕLV,무릎을 굽히다,TÉRD
,1,KNIGHT.JPG,©  Dedmazay - Dreamstime,1,KNIGHT,CABALLERO,RITTER,CHEVALIER,RIDDER,CAVALIERE,РЫЦАРЬ,CAVALEIRO,RIDDARE,RIDDER,RIDDER,RITARI,ŞÖVALYE,RYCERZ,ΙΠΠΟΤΗΣ,RYTÍŘ,RITERIS,BRUŅINIEKS,RÜÜTEL,중세 기사,LOVAG
,1,KNOB.JPG,©  Oblachko - Dreamstime,2,KNOB,PERILLA,DREHKNOPF,BOUTON,KNOP,MANOPOLA,РУЧКА,MANIVELA,VRED,KNAP,KNOTT,NUPPI,DÜĞME,UCHWYT,ΠΟΜΟΛΟ,KNOFLÍK,RANKENA,ROKTURIS,KÄEPIDE,볼륨 조절기,KAPCSOLÓGOMB
,1,KNOCK.JPG,©  Countrymama - Dreamstime,1,KNOCK,TOCAR,KLOPFEN,COGNER,KLOP,BUSSARE,СТУК,BATIDA,KNACKA,BANK,BANK,KOPUTUS,ÇALINMA,STUK,ΚΤΥΠΟΣ,ZAKLEPÁNÍ,BELDIMAS,KLAUDZIENS,KOPUTUS,노크하다,KOPOGÁS
,1,KNOCKER.JPG,©  Mauro77photo - Dreamstime,2,KNOCKER,ALDABA,TÜRKLOPFER,HEURTOIR,KLOPPER,BATTIPORTA,КОЛЬЦО,ARGOLA DE PORTA,PORTKLAPP,DØRHAMMER,DØRBANKER,KOLKUTIN,TOKMAK,KOŁATKA,ΡΟΠΤΡΟ,KLEPÁTKO,ŽIEDAS,KLAUVĒJAMAIS,UKSE KOPUTI,현관 쇠고리,KOPOGTATÓ
,1,KNOT.JPG,©  Bowie15 - Dreamstime,1,KNOT,NUDO,KNOTEN,NŒUD,KNOOP,NODO,УЗЕЛ,NÓ,KNUT,KNUDE,KNUTE,SOLMU,DÜĞÜM,WĘZEŁ,ΚΟΜΠΟΣ,UZEL,MAZGAS,MEZGLS,SÕLM,매듭을 짓다,CSOMÓ
,1,KOALA.JPG,©  Lydia - Dreamstime,1,KOALA,KOALA,KOALABÄR,KOALA,KOALA,KOALA,КОАЛА,KOALA,KOALA,KOALA,KOALA,PUSSIKARHU,KESELİAYI,KOALA,ΚΟΑΛΑ,KOALA,KOALA,KOALA,KOAALA,코알라,KOALA
,1,KOMONDOR.JPG,© Anna Yakimova - Dreamstime,4,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,КОМОНДОР,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,KOMONDOR,ΚΟΜΟΝΤΟΡ,KOMONDOR,KOMONDORAS,KOMONDORS,KOMMONDOR,코몬도르,KOMONDOR
,1,LAB.JPG,© Christian Delbert - Dreamstime,2,LAB,LABORATORIO,LABOR,LABORATOIRE,LABORATORIUM,LABORATORIO,ЛАБОРАТОРИЯ,LABORATÓRIO,LABB,LABORATORIUM,LAB,LABORATORIO,LABORATUVAR,LABORATORIUM,ΕΡΓΑΣΤΗΡΙΟ,LABORATOŘ,LABORATORIJA,LABORATORIJA,LABOR,실험실,LABOR
,1,LABEL.JPG,© Stefanie Leuker - Dreamstime,2,LABEL,ETIQUETA,ETIKETT,ÉTIQUETTE,LABEL,ETICHETTA,ЯРЛЫК,ETIQUETA,ETIKETT,ETIKET,MERKELAPP,ETIKETTI,ETİKET,PRZYWIESZKA,ΕΤΙΚΕΤΑ,VISAČKA,ETIKETĖ,ETIĶETE,SILT,상표 태그,CÍMKE
,1,LABRADOR.JPG,© Tomasz Markowski - Dreamstime,2,LABRADOR,LABRADOR,LABRADOR,LABRADOR,LABRADOR,LABRADOR,ЛАБРАДОР,LABRADOR,LABRADOR,LABRADOR,LABRADOR,NOUTAJA,LABRADORKÖPEĞİ,LABRADOR,ΛΑΜΠΡΑΝΤΟΡ,LABRADOR,LABRADORAS,LABRADORS,LABRADOR,래브라도,LABRADOR
,1,LADYFINGERS.JPG,© Corinna  Gissemann - Dreamstime,3,LADYFINGERS,MELINDROS,LÖFFELBISKUIT,BOUDOIRS,LANGE VINGER,SAVOIARDI,САВОЯРДИ,SAVOIARDI,FINGERKEX,KATTETUNGER,SAVOIARDI,KEKSIT,HAMURİŞİ,SAVOYARDY,ΣΑΒΑΓΙΑΡ,PIŠKOT,SAUSAINIAI,SAVOIARDI,SAVOIARDI,레이디핑거,PISKÓTA
,1,LANE.JPG,©  Ristinose - Dreamstime,2,LANE,CARRIL,RADWEG,PISTE,FIETSPAD,PISTA,ДОРОЖКА,CAMINHO,VÄGBANA,SPOR,FELT,PYÖRÄTIE,KULVAR,ŚCIEŻKA,ΛΩΡΙΔΑ ΚΥΚΛΟΦΟΡΙΑΣ,CYKLOSTEZKA,TAKAS,CEĻŠ,TEE,자전거 도로,SÁV
,1,LANGUAGE.JPG,©  Bloopiers - Dreamstime,2,LANGUAGE,LENGUAJE,SPRACHE,LANGUE,TAAL,LINGUA,ЯЗЫК,LÍNGUA,SPRÅK,SPROG,SPRÅK,KIELI,DİL,JĘZYK,ΓΛΩΣΣΑ,JAZYK,KALBA,VALODA,KEEL,알파벳,NYELV
,1,LANTERN.JPG,© Sergei Razvodovskij - Dreamstime,1,LANTERN,FAROL,LATERNE,LANTERNE,STRAATLAMP,LANTERNA,ФОНАРЬ,LANTERNA,LYKTA,LYGTE,LYKT,LYHTY,FENER,LATARNIA,ΦΑΝΑΡΙ,LUCERNA,ŽIBINTAS,LATERNA,LATERN,가로등,LÁMPÁS
,1,LASAGNA.JPG,© Karin Hildebrand Lau - Dreamstime,2,LASAGNA,LASAÑA,LASAGNE,LASAGNE,LASAGNE,LASAGNE,ЛАЗАНЬЯ,LASAGNA,LASAGNE,LASAGNE,LASAGNE,LASAGNE,LASANYA,LASAGNA,ΛΑΖΑΝΙΑ,LASAGNE,LAZANIJA,LAZANJA,LASANJE,라자냐,LASAGNA
,1,LASER.JPG,© Robert Kohlhuber - Dreamstime,1,LASER,LÁSER,LASER,LASER,LASER,LASER,ЛАЗЕР,LASER,LASER,LASER,LASER,LASER,LASER,LASER,ΛΕΪΖΕΡ,LASER,LAZERIS,LĀZERS,LASER,레이저,LÉZER
,1,LASSO.JPG,©  Dio5050 - Dreamstime,2,LASSO,LAZO,LASSO,LASSO,LASSO,LAZO,ЛАССО,LAÇO,LASSO,LASSO,LASSO,LASSO,KEMENT,LASSO,ΛΑΣΟ,LASO,LASAS,LASO,LASSO,올가미 밧줄,LASSZÓ
,1,LAUNCH.JPG,© Tomasz Szymanski - Dreamstime,2,LAUNCH,LANZAMIENTO,START,LANCEMENT,LANCEREN,LANCIO,ЗАПУСК,LANÇAMENTO,AVFYRA,AFFYRING,UTSKYTING,LAUKAISU,FIRLATMA,URUCHAMIANIE,ΕΚΤΟΞΕΥΣΗ,VYPUŠTĚNÍ,PALEIDIMAS,PALAIŠANA,LENDULASKMINE,발사하다,INDÍTÁS
,1,LAVA.JPG,© Jason Yoder - Dreamstime,1,LAVA,LAVA,LAVA,LAVE,LAVA,LAVA,ЛАВА,LAVA,LAVA,LAVA,LAVA,LAAVA,LAV,LAWA,ΛΑΒΑ,LÁVA,LAVA,LAVA,LAAVA,빨간 용암,LÁVA
,1,LAVENDER.JPG,©  Blueenayim - Dreamstime,2,LAVENDER,LAVANDA,LAVENDEL,LAVANDE,LAVENDEL,LAVANDA,ЛАВАНДА,LAVANDA,LAVENDEL,LAVENDEL,LAVENDEL,LAVENTELI,LAVANTA,LAWENDA,ΛΕΒΑΝΤΑ,LEVANDULE,LEVANDA,LAVANDA,LAVENDEL,라벤더,LEVENDULA
,1,LAW.JPG,©  Notkoo2008 - Dreamstime,2,LAW,LEY,GESETZ,LOI,RECHTSPRAAK,LEGGE,ЗАКОН,LEI,LAG,LOV,LOV,LAKI,HUKUK,PRAWO,ΝΟΜΟΣ,ZÁKON,TEISĖ,LIKUMS,SEADUS,사법기관,TÖRVÉNY
,1,LAWN.JPG,©  Vincent369 - Dreamstime,1,LAWN,CÉSPED,RASEN,PELOUSE,WEIDE,PRATO,ЛУЖАЙКА,RELVADO,GRÄSMATTA,GRÆSPLÆNE,GRESSPLEN,NURMIKKO,ÇİMEN,ŁĄCZKA,ΓΚΑΖΟΝ,TRÁVNÍK,PIEVELĖ,PĻAVIŅA,MURUPLATS,푸른 잔디,PÁZSIT
,1,LAWN_MOWER.JPG,©  Yudesign - Dreamstime,1,LAWN MOWER,CORTACÉSPED,RASENMÄHER,TONDEUSE,GRASMAAIER,TAGLIAERBA,ГАЗОНОКОСИЛКА,GADANHEIRA,GRÄSKLIPPARE,PLÆNEKLIPPER,PLENKLIPPER,RUOHONLEIKKURI,MAKİNE,KOSIARKA,ΧΟΡΤΟΚΟΠΤΗΣ,SEKAČKA,ŽOLIAPJOVĖ,PĻAUJMAŠĪNA,MURUNIIDUK,잔디 깎는 기계,FŰNYÍRÓ
,1,LAZY.JPG,© Artisticco Llc - Dreamstime,2,LAZY,PEREZOSO,FAUL,PARESSEUX,LUI,PIGRO,ЛЕНИВЫЙ,PREGUIÇOSO,LAT,DOVEN,DOVEN,LAISKA,TEMBEL,LENIWY,ΤΕΜΠΕΛΗΣ,LÍNÝ,TINGUS,SLINKS,LAISK,게으른,LUSTA
,1,LEAF.JPG,© Robyn Mackenzie - Dreamstime,1,LEAF,HOJA,BLATT,FEUILLE,BLAD,FOGLIA,ЛИСТ,FOLHA,BLAD,BLAD,BLAD,LEHTI,YAPRAK,LIŚĆ,ΦΥΛΛΟ,LÍSTEK,LAPAS,LAPA,LEHT,나뭇잎,LEVÉL
,1,LEAK.JPG,©  Falara - Dreamstime,2,LEAK,GOTERA,LECK,FUITE,LEK,PERDITA,ПРОТЕЧКА,ESCOAMENTO,LÄCKA,LÆKAGE,LEKKASJE,VESIVAHINKO,SIZINTI,WYCIEK,ΔΙΑΡΡΟΗ,PRŮSAK,PRATEKĖTI,NOPLŪDE,LEKE,물이 새다,BEÁZÁS
,1,LEASH.JPG,©  Truembie - Dreamstime,1,LEASH,CORREA,LEINE,LAISSE,RIEM,GUINZAGLIO,ПОВОДОК,CORREIA,KOPPEL,SNOR,BÅND,TALUTUSHIHNA,TASMAKAYIŞI,SMYCZ,ΛΟΥΡΙ,VODÍTKO,PAVADĖLIS,SAITE,RIHM,가죽끈,PÓRÁZ
,1,LED.JPG,© Mihai  Petre - Dreamstime,2,LED,LED,LED,DIODE,LED,LED,СВЕТОДИОД,LED,LED,LYSDIODE,LYSDIODE,LEDI,LED,DIODA,ΛΕΝΤ,LED,ŠVIESOS DIODAS,DIODE,VALGUSDIOOD,엘이디,LED
,1,LEEK.JPG,©  Niderlander - Dreamstime,1,LEEK,PUERRO,PORREE,POIREAU,UI,PORRO,ЛУК,PORRO,PURJOLÖK,PORRE,PURRE,PURJO,PIRASA,CEBULA,ΠΡΑΣΟ,PÓREK,PORAS,PURAVS,SIBUL,채소 리크,PÓRÉHAGYMA
,1,LEGIONARY.JPG,©  Dedmazay - Dreamstime,2,LEGIONARY,LEGIONARIO,LEGIONÄR,LÉGIONNAIRE,LEGIONAIR,LEGIONARIO,ЛЕГИОНЕР,LEGIONÁRIO,LEGIONÄR,LEGIONÆR,LEGIONÆR,LEGIOONALAINEN,ALAYLI,LEGIONISTA,ΛΕΓΕΩΝΑΡΙΟΣ,LEGIONÁŘ,LEGIONIERIUS,LEĢIONĀRS,LEEGIONÄR,중세 병사,LÉGIONÁRIUS
,1,LEMUR.JPG,© Selahattin Ünsal Karhan - Dreamstime,2,LEMUR,LÉMUR,LEMUR,LÉMUR,MAKI,LEMURE,ЛЕМУР,LÉMURE,LEMUR,LEMUR,LEMUR,MAKI,MAKIMSI,LEMUR,ΛΕΜΟΥΡΙΟΣ,LEMUR,LEMŪRAS,LEMURS,LEEMUR,여우원숭이,LEMÚR
,1,LENS.JPG,©  Image01 - Dreamstime,2,LENS,LENTE,LINSE,LENTILLES,LENS,LENTE,ЛИНЗЫ,LENTE,LINS,LINSE,LINSE,LINSSI,MERCEK,SOCZEWKI,ΦΑΚΟΣ,ČOČKY,LĘŠIAI,LĒCAS,LÄÄTSED,카메라 렌즈,LENCSE
,1,LEO.JPG,©  Katyau - Dreamstime,1,LEO,LEO,LÖWE,LION,LEEUW,LEONE,ЛЕВ,LEÃO,LEJONET,LØVEN,LØVEN,LEIJONA,ASLAN,LEW,ΛΕΩΝ,LEV,LIŪTAS,LAUVA,LÕVI,사자자리,OROSZLÁN
,1,LEPRECHAUN.JPG,© Vanda Grigorovic - Dreamstime,1,LEPRECHAUN,DUENDE,KOBOLD,LEPRECHAUN,KABOUTER,LEPRECHAUN,ЛЕПРИКОН,LEPRECHAUN,LEPRECHAUN,ALF,DVERG,LEPRECHAUN,LEPRİKON,LEPRECHAUN,ΚΑΛΙΚΑΝΤΖΑΡΟΣ,LEPRIKÓN,GNOMAS,RŪĶĪTIS,LEPRECHAUN,레프러콘,KOBOLD
,1,LEVEL.JPG,©  Pat138241 - Dreamstime,2,LEVEL,NIVEL,PEGEL,NIVEAU,PEIL,LIVELLO,УРОВЕНЬ,NÍVEL,NIVÅ,NIVEAU,NIVÅ,TASO,SEVİYE,POZIOM,ΣΤΑΘΜΗ,HLADINA,LYGIS,LĪMENIS,TASE,물 수위,SZINT
,1,LEVER.JPG,©  Dedmazay - Dreamstime,2,LEVER,PALANCA,HEBEL,LEVIER,HEFBOOM,LEVA,РЫЧАГ,ALAVANCA,HÄVARM,LØFTESTANG,HENDEL,VIPU,KOL,DŹWIGNIA,ΜΟΧΛΟΣ,PÁKA,SVIRTIS,SVIRA,KANG,지렛대,ÁTTÉTEL
,1,LIAR.JPG,© Igor Zakowski - Dreamstime,2,LIAR,MENTIROSO,LÜGNER,MENTEUR,LEUGENAAR,BUGIARDO,ЛЖЕЦ,MENTIROSO,LÖGNARE,LØGNER,LØGNER,VALEHTELIJA,YALANCI,KŁAMCA,ΨΕΥΤΗΣ,LHÁŘ,MELAGIS,MELIS,VALETAJA,거짓말쟁이,HAZUG
,1,LIBRA.JPG,©  Katyau - Dreamstime,2,LIBRA,LIBRA,WAAGE,BALANCE,WEEGSCHAAL,BILANCIA,ВЕСЫ,BALANÇA,VÅGEN,VÆGTEN,VEKTEN,VAAKA,TERAZİ,WAGI,ΖΥΓΟΣ,VÁHY,SVARSTYKLĖS,SVARI,KAALUD,천칭자리,MÉRLEG
,1,LIBRARY.JPG,©  Photogl - Dreamstime,2,LIBRARY,BIBLIOTECA,BIBLIOTHEK,BIBLIOTHÈQUE,BIBLIOTHEEK,BIBLIOTECA,БИБЛИОТЕКА,BIBLIOTECA,BIBLIOTEK,BIBLIOTEK,BIBLIOTEK,KIRJASTO,KÜTÜPHANE,BIBLIOTEKA,ΒΙΒΛΙΟΘΗΚΗ,KNIHOVNA,BIBLIOTEKA,BIBLIOTĒKA,RAAMATUKOGU,도서관,KÖNYVTÁR
,1,LICE.JPG,©  N.l - Dreamstime,1,LICE,PIOJO,LAUS,POUX,LUIS,PIDOCCHI,ВШИ,PIOLHO,LÖSS,LUS,LUS,TÄI,BİT,WSZY,ΨΕΙΡΕΣ,VŠI,UTĖLĖ,UTS,TÄID,머릿니,TETŰ
,1,LIFE.JPG,©  Andreus - Dreamstime,2,LIFE,VIDA,LEBEN,VIE,LEVEN,VITA,ЖИЗНЬ,VIDA,LIV,LIV,LIV,ELÄMÄ,HAYAT,ŻYCIE,ΖΩΗ,ŽIVOT,GYVYBĖ,DZĪVĪBA,ELU,작은 생명,ÉLET
,1,LIFEGUARD.JPG,©  Dny3dcom - Dreamstime,1,LIFEGUARD,SOCORRISTA,RETTER,SAUVETEUR,BADMEESTER,BAGNINO,СПАСАТЕЛЬ,SALVADOR,LIVRÄDDARE,LIVREDDER,LIVREDDER,RANTAVAHTI,CANKURTARAN,RATOWNIK,ΝΑΥΑΓΟΣΩΣΤΗΣ,PLAVČÍK,GELBĖTOJAS,GLĀBĒJS,PÄÄSTJA,안전요원,VÍZIMENTŐ
weight,1,LIGHT(weight).JPG,© Jochen Schönfeld - Dreamstime,2,LIGHT,LIGERO,LEICHT,LÉGER,LICHT,LUCE,ЛЕГКИЙ,LUZ,LÄTT,LET,LETT,KEVYT,HAFFİF,LEKKI,ΕΛΑΦΡΥΣ,LEHKÝ,LENGVAS,VIEGLS,KERGE,강렬한 빛,FÉNY
rays,1,LIGHT(rays).JPG,© Pedro Campos - Dreamstime,2,LIGHT,LUZ,LICHT,LUMIÈRE,SCHIJN,LEGGERO,СВЕТ,LEVE,LJUS,LYS,LYS,VALO,IŞIK,ŚWIATŁO,ΦΩΣ,SVĚTLO,ŠVIESA,GAISMA,VALGUS,가벼운,KÖNNYŰ
,1,LIGHTHOUSE.JPG,© Stuart Monk - Dreamstime,1,LIGHTHOUSE,FARO,LEUCHTTURM,PHARE,VUURTOREN,FARO,МАЯК,FAROL,FYR,FYRTÅRN,FYRTÅRN,MAJAKKA,FENER KULESİ,LATARNIA,ΦΑΡΟΣ,MAJÁK,ŠVYTURYS,BĀKA,MAJAKAS,바다의 등대,VILÁGÍTÓTORONY
,1,LILAC.JPG,© Jolanta Brigere - Dreamstime,2,LILAC,LILA,FLIEDER,LILAS,SERING,LILLÀ,СИРЕНЬ,LILÁS,SYREN,SYREN,SYRIN,SYREENI,LEYLAK,BEZ,ΠΑΣΧΑΛΙΑ,ŠEŘÍK,ALYVOS,CERIŅI,SIREL,라일락,ORGONA
,1,LILY.JPG,©  Flynt - Dreamstime,2,LILY,LIRIO,LILIE,LIS,LELIE,GIGLIO,ЛИЛИЯ,LÍRIO,LILJA,LILJE,LILJE,LILJA,ZAMBAK,LILIA,ΚΡΙΝΟΣ,LILIE,LELIJA,LILIJA,LIILIA,백합 한 송이,LILIOM
,1,LIME.JPG,©  Niderlander - Dreamstime,1,LIME,LIMA,ZITRONE,CITRON,CITROEN,LIME,ЛАЙМ,LIME,LIME,LIME,LIME,LIMETTI,MİSKETLİMONU,LIMETA,ΛΑΪΜ,LIMETKA,CITRINA,LAIMS,LIME,초록색 라임,LIME
,1,LIMIT.JPG,© Balazs Czitrovszky - Dreamstime,2,LIMIT,LÍMITE,BEGRENZUNG,LIMITE,LIMIET,LIMITE,ОГРАНИЧЕНИЕ,LIMITAÇÃO,BEGRÄNSNING,BEGRÆNSNING,FARTSGRENSE,RAJOITUS,SINIR,OGRANICZENIE,ΟΡΙΟ,OMEZENÍ,APRIBOJIMAS,APROBEŽOJUMS,PIIRANG,제한속도,KORLÁTOZÁS
,1,LINE.JPG,©  Maxriesgo - Dreamstime,2,LINE,LÍNEA,LINIE,LIGNE,LIJN,LINEA,ЛИНИЯ,LINHA,LINJE,LINJE,LINJE,RAJA,ÇİZGİ,LINIA,ΓΡΑΜΜΗ,ČÁRA,LINIJA,LĪNIJA,JOON,경계선,VONAL
,1,LION.JPG,© Marek Jelínek - Dreamstime,1,LION,LEÓN,LÖWE,LION,LEEUW,LEONE,ЛЕВ,LEÃO,LEJON,LØVE,LØVE,LEIJONA,ASLAN,LEW,ΛΙΟΝΤΑΡΙ,LEV,LIŪTAS,LAUVA,LÕVI,앉아있는 사자,OROSZLÁN
,1,LIPS.JPG,©  Rangizzz - Dreamstime,1,LIPS,LABIOS,LIPPEN,LÈVRES,LIPPEN,LABBRA,ГУБЫ,LÁBIO,LÄPPAR,LÆBER,LEPPER,HUULET,DUDAK,WARGI,ΧΕΙΛΗ,RTY,LŪPOS,LŪPAS,HUULED,빨간 입술,AJKAK
,1,LISTEN.JPG,©  Robodread - Dreamstime,1,LISTEN,ESCUCHAR,HÖREN,ÉCOUTER,LUISTEREN,ASCOLTARE,СЛУШАТЬ,ESCUTAR,LYSSNA,LYTTE,LYTTE,KUUNNELLA,DİNLEMEK,SŁUCHAĆ,ΑΚΟΥΩ,POSLOUCHAT,KLAUSYTI,KLAUSĪTIES,KUULAMA,귀를 기울이다,HALLGAT
,1,LIVER.JPG,© Sebastian Kaulitzki - Dreamstime,2,LIVER,HÍGADO,LEBER,FOIE,LEVER,FEGATO,ПЕЧЕНЬ,FÍGADO,LEVER,LEVER,LEVER,MAKSA,CİĞER,WĄTROBA,ΣΥΚΩΤΙ,JÁTRA,KEPENYS,AKNAS,MAKS,해독 작용을 하는 신체기관,MÁJ
,1,LLAMA.JPG,© Tomas Ondrejka - Dreamstime,2,LLAMA,LLAMA,LAMA,LAMA,LAMA,LAMA,ЛАМА,LAMA,LAMA,LAMA,LLAMA,LAAMA,LAMA,LAMA,ΛΑΜΑ,LAMA,LAMA,LAMA,LAAMA,리마 한 마리,LÁMA
,1,LOOP.JPG,© Brett Critchley - Dreamstime,2,LOOP,BUCLE,LOOPING,ANNEAU,ACHTBAAN,ANELLO,ПЕТЛЯ,LAÇO,LOOP,LOOP,LØKKE,SILMUKKA,İLİKHALKASI,PĘTLA,ΘΗΛΙΑ,SMYČKA,KILPA,CILPA,SILMUS,둥근 고리,HUROK
,1,LOST.JPG,©  Zuura - Dreamstime,2,LOST,EXTRAVIADOS,VERIRREN,S'ÉGARER,VERDWALEN,PERDERSI,ЗАБЛУДИТЬСЯ,TRESMALHAR-SE,VILSE,VILDFAREN,FORTAPT,EKSYNYT,KAYBOLMUŞ,BŁĄDZIĆ,ΧΑΜΕΝΟΣ,ZTRACENÍ,PASIKLYSTI,PAKLĪDIS,EKSINUD,길을 잃은,ELTÉVEDT
